size,time
100,0.027327251434326173
200,0.09392433166503907
300,0.18824348449707032
400,0.31044416427612304
500,0.4589430332183838
600,0.6384977340698242
700,0.8551231384277344
800,1.1031989097595214
900,1.3556848049163819
1000,1.653264856338501
1100,1.965327215194702
1200,2.333730936050415
1300,2.6998501777648927
1400,3.101165437698364
