size,time
100,2.394764852523804
200,8.600263929367065
300,19.808581352233887
400,36.30627493858337
500,52.72154893875122
600,74.98052730560303
700,107.7813449382782
800,145.80903244018555
900,181.93418006896974
1000,201.07398447990417
1100,262.65430493354796
1200,313.4068088531494
1300,354.06210494041443
1400,401.961888217926
