size,time
100,0.02476673126220703
200,0.06104464530944824
300,0.09471821784973145
400,0.12028350830078124
500,0.16583695411682128
600,0.27936339378356934
700,0.34581670761108396
800,0.4489044189453125
900,0.5267945289611816
1000,0.663976526260376
1100,0.7866631031036377
1200,0.8838023185729981
1300,1.0496596336364745
1400,1.1651671409606934
1500,1.219183588027954
1600,1.443752908706665
1700,1.6918802738189698
1800,2.0046011924743654
1900,2.1101762294769286
2000,2.2533809661865236
