size,time
100,0.7573383331298829
200,2.7490541458129885
300,6.243216896057129
400,12.503350687026977
500,17.788664245605467
600,27.149071884155273
700,35.34721412658691
800,49.87806801795959
900,61.13703918457031
1000,74.55471663475036
1100,92.86605739593506
1200,108.2236484527588
1300,127.09285898208618
1400,149.03012795448302
1500,173.83711609840392
1600,182.53045144081116
1700,218.2800778388977
1800,247.99842290878297
1900,279.11819291114807
2000,299.61547951698304
