size,time
100,8.723362016677857
200,17.230828332901
300,25.37505407333374
400,33.99159860610962
500,43.18920669555664
600,52.53185830116272
700,61.58219661712646
800,70.96393251419067
900,80.23704314231873
1000,90.56171264648438
1100,99.4917531967163
1200,111.06797780990601
1300,116.79173760414123
1400,109.86302542686462
1500,121.39801712036133
1600,142.30496249198913
1700,152.17326564788817
1800,161.95370049476622
1900,168.24605717658997
2000,171.71585907936097
